118.1, DistDow,118.71, DistUp,189.9,,,,,,,,
, DistFront,116.14, DistDow,118.83, DistUp,124.56,,,,,,
, DistFront,114.63, DistDow,118.11, DistUp,3296.67,,,,,,
, DistFront,106.89, DistDow,118.89, DistUp,123.28,,,,,,
, DistFront,118.28, DistDow,119.27, DistUp,3.64,,,,,,
, DistFront,115.26, DistDow,119.3, DistUp,3365.73,,,,,,
, DistFront,107.64, DistDow,118.81, DistUp,125.2,,,,,,
, DistFrontMean,118.59, DistDowMean,119.66, DistUpMean,273.67,,,,,,
, DistFront,117.74, DistDow,119.66, DistUp,122.81,,,,,,
, DistFront,116.14, DistDow,118.49, DistUp,121.96,,,,,,
, DistFront,117.74, DistDow,118.78, DistUp,3.76,,,,,,
, DistFront,118.32, DistDow,118.83, DistUp,3.64,,,,,,
, DistFront,114.06, DistDow,118.42, DistUp,3336.12,,,,,,
, DistFront,107.04, DistDow,118.11, DistUp,122.16,,,,,,
, DistFront,115.34, DistDow,119.03, DistUp,122.24,,,,,,
, DistFront,114.81, DistDow,119.54, DistUp,124,,,,,,
, DistFront,114.91, DistDow,118.33, DistUp,122.76,,,,,,
, DistFront,115.56, DistDow,119.66, DistUp,3367.06,,,,,,
, DistFront,107.4, DistDow,119.9, DistUp,123.49,,,,,,
, DistFront,113.27, DistDow,119.1, DistUp,123.11,,,,,,
, DistFront,118.95, DistDow,119.1, DistUp,124.03,,,,,,
, DistFront,110.97, DistDow,119.13, DistUp,126.12,,,,,,
, DistFront,118.62, DistDow,119.69, DistUp,3.74,,,,,,
, DistFront,118.69, DistDow,120.63, DistUp,3.64,,,,,,
, DistFront,119.06, DistDow,119.71, DistUp,3.74,,,,,,
, DistFront,114.32, DistDow,120.14, DistUp,124.81,,,,,,
, DistFront,114.3, DistDow,119.68, DistUp,123.11,,,,,,
, DistFront,114.35, DistDow,119.66, DistUp,3326.97,,,,,,
, DistFrontMean,118.35, DistDowMean,119.42, DistUpMean,3.74,,,,,,
, DistFront,118.32, DistDow,119.39, DistUp,3330.31,,,,,,
, DistFront,107.24, DistDow,118.35, DistUp,121.84,,,,,,
, DistFront,115.97, DistDow,120.2, DistUp,3336.02,,,,,,
, DistFront,106.82, DistDow,120.03, DistUp,3347.41,,,,,,
, DistFront,106.73, DistDow,118.69, DistUp,123.54,,,,,,
, DistFront,119.3, DistDow,119.18, DistUp,3350.78,,,,,,
, DistFront,107.33, DistDow,118.49, DistUp,195.32,,,,,,
, DistFront,118.38, DistDow,119.3, DistUp,192.48,,,,,,
, DistFront,118.2, DistDow,119.23, DistUp,3341.34,,,,,,
, DistFront,106.48, DistDow,118.84, DistUp,3326.48,,,,,,
, DistFront,107.57, DistDow,118.62, DistUp,3317.26,,,,,,
, DistFront,107.28, DistDow,118.23, DistUp,3333.42,,,,,,
, DistFront,105.99, DistDow,118.23, DistUp,124,,,,,,
, DistFront,117.62, DistDow,118.32, DistUp,3.74,,,,,,
, DistFront,117.64, DistDow,118.23, DistUp,3.76,,,,,,
, DistFront,116.56, DistDow,118.83, DistUp,3318.4,,,,,,
, DistFront,106.02, DistDow,119.35, DistUp,124.25,,,,,,
, DistFront,117.99, DistDow,118.95, DistUp,123.89,,,,,,
, DistFront,112.21, DistDow,118.54, DistUp,192.45,,,,,,
, DistFront,114.66, DistDow,118.69, DistUp,272.13,,,,,,
, DistFrontMean,117.98, DistDowMean,118.52, DistUpMean,194.18,,,,,,
, DistFront,118.42, DistDow,119.05, DistUp,124.39,,,,,,
, DistFront,118.2, DistDow,119.23, DistUp,3.64,,,,,,
, DistFront,118.64, DistDow,119.69, DistUp,123.4,,,,,,
, DistFront,114.97, DistDow,120.2, DistUp,124.66,,,,,,
, DistFront,118.32, DistDow,118.88, DistUp,124.32,,,,,,
, DistFront,113.91, DistDow,119.1, DistUp,3309.46,,,,,,
, DistFront,107.16, DistDow,120.31, DistUp,271.5,,,,,,
, DistFront,111.73, DistDow,119.13, DistUp,125.26,,,,,,
, DistFront,113.78, DistDow,119.9, DistUp,273.13,,,,,,
, DistFront,113.25, DistDow,119.03, DistUp,3306.63,,,,,,
, DistFront,108.1, DistDow,117.76, DistUp,272.16,,,,,,
, DistFront,118.59, DistDow,119.98, DistUp,3.74,,,,,,
, DistFront,114.03, DistDow,119.59, DistUp,3330.03,,,,,,
, DistFront,107.57, DistDow,119.59, DistUp,123.35,,,,,,
, DistFront,118.54, DistDow,120.1, DistUp,3334.47,,,,,,
, DistFront,106.09, DistDow,118.49, DistUp,3320.17,,,,,,
, DistFront,106.28, DistDow,119.06, DistUp,122.74,,,,,,
, DistFront,113.71, DistDow,119.46, DistUp,3338.64,,,,,,
, DistFront,106.45, DistDow,118.84, DistUp,123.83,,,,,,
, DistFront,113.96, DistDow,119.68, DistUp,3339.12,,,,,,
, DistFrontMean,117.64, DistDowMean,118.71, DistUpMean,3.76,,,,,,
, DistFront,117.67, DistDow,118.74, DistUp,122.28,,,,,,
, DistFront,117.91, DistDow,118.55, DistUp,3.76,,,,,,
, DistFront,117.52, DistDow,118.18, DistUp,3347.4,,,,,,
, DistFront,106.48, DistDow,117.93, DistUp,121.55,,,,,,
, DistFront,116.84, DistDow,118.47, DistUp,122.4,,,,,,
, DistFront,116.48, DistDow,118.83, DistUp,121.5,,,,,,
, DistFront,115.78, DistDow,117.53, DistUp,122.35,,,,,,
, DistFront,114.61, DistDow,117.96, DistUp,125.2,,,,,,
, DistFront,114.69, DistDow,117.98, DistUp,123.25,,,,,,
, DistFront,117.76, DistDow,118.04, DistUp,193.54,,,,,,
, DistFront,115.73, DistDow,117.98, DistUp,3355.37,,,,,,
, DistFront,105.7, DistDow,118.55, DistUp,122.13,,,,,,
, DistFront,115.85, DistDow,118.54, DistUp,123.84,,,,,,
, DistFront,117.09, DistDow,119.12, DistUp,123.06,,,,,,
, DistFront,117.96, DistDow,119.05, DistUp,123.81,,,,,,
, DistFront,117.18, DistDow,119.61, DistUp,3300.78,,,,,,
, DistFront,105.77, DistDow,118.23, DistUp,122.35,,,,,,
, DistFront,117.77, DistDow,118.23, DistUp,3309.88,,,,,,
, DistFront,105.75, DistDow,118.62, DistUp,3314.52,,,,,,
, DistFront,106.6, DistDow,119.42, DistUp,124.25,,,,,,
, DistFrontMean,117.93, DistDowMean,118.1, DistUpMean,123.84,,,,,,
, DistFront,118.33, DistDow,118.1, DistUp,3311.84,,,,,,
, DistFront,105.73, DistDow,118.89, DistUp,3339.68,,,,,,
, DistFront,105.46, DistDow,119.3, DistUp,121.9,,,,,,
, DistFront,114.61, DistDow,117.89, DistUp,121.89,,,,,,
, DistFront,117.6, DistDow,119.59, DistUp,121.45,,,,,,
, DistFront,117.69, DistDow,118.32, DistUp,3.76,,,,,,
, DistFront,117.41, DistDow,118.47, DistUp,3.76,,,,,,
, DistFront,114.46, DistDow,118.62, DistUp,123.78,,,,,,
, DistFront,115.27, DistDow,118.54, DistUp,124.69,,,,,,
, DistFront,115.92, DistDow,118.62, DistUp,3326.41,,,,,,
, DistFront,105.92, DistDow,119.66, DistUp,3297.47,,,,,,
, DistFront,105.63, DistDow,119.34, DistUp,124.18,,,,,,
, DistFront,117.99, DistDow,118.98, DistUp,3.64,,,,,,
, DistFront,117.89, DistDow,119.03, DistUp,3.76,,,,,,
, DistFront,118.28, DistDow,119.35, DistUp,3.74,,,,,,
, DistFront,118.28, DistDow,119.35, DistUp,196.24,,,,,,
, DistFront,117.41, DistDow,119.34, DistUp,3352.98,,,,,,
, DistFront,107.33, DistDow,119.34, DistUp,123.62,,,,,,
, DistFront,118.69, DistDow,119.27, DistUp,3.76,,,,,,
, DistFront,117.76, DistDow,118.38, DistUp,122.82,,,,,,
, DistFrontMean,118.28, DistDowMean,118.83, DistUpMean,122.84,,,,,,
, DistFront,117.77, DistDow,118.78, DistUp,196.67,,,,,,
, DistFront,117.7, DistDow,118.27, DistUp,3.76,,,,,,
, DistFront,118.52, DistDow,118.27, DistUp,196.6,,,,,,
, DistFront,116.11, DistDow,119.59, DistUp,3344.76,,,,,,
, DistFront,106.34, DistDow,118.25, DistUp,3340.37,,,,,,
, DistFront,107.19, DistDow,118.69, DistUp,125.26,,,,,,
, DistFront,113.11, DistDow,118.76, DistUp,123.2,,,,,,
, DistFront,113.64, DistDow,118.45, DistUp,122.33,,,,,,
, DistFront,117.74, DistDow,118.33, DistUp,3.74,,,,,,
, DistFront,118.28, DistDow,119.78, DistUp,3.74,,,,,,
, DistFront,116.56, DistDow,118.54, DistUp,124.13,,,,,,
, DistFront,114.61, DistDow,118.59, DistUp,121.73,,,,,,
, DistFront,112.13, DistDow,118.69, DistUp,3318.64,,,,,,
, DistFront,107.98, DistDow,119.06, DistUp,3332.4,,,,,,
, DistFront,108.47, DistDow,117.26, DistUp,3384.47,,,,,,
, DistFront,106.45, DistDow,119.2, DistUp,124.56,,,,,,
, DistFront,113.42, DistDow,118.81, DistUp,123.74,,,,,,
, DistFront,112.81, DistDow,118.84, DistUp,3350.82,,,,,,
, DistFront,107.45, DistDow,118.54, DistUp,124.23,,,,,,
, DistFront,118.74, DistDow,119.81, DistUp,3.76,,,,,,
, DistFrontMean,118.32, DistDowMean,119.81, DistUpMean,124.69,,,,,,
, DistFront,119.23, DistDow,119.78, DistUp,123.74,,,,,,
, DistFront,112.76, DistDow,118.95, DistUp,3320.7,,,,,,
, DistFront,107.04, DistDow,118.54, DistUp,3334.18,,,,,,
, DistFront,107.45, DistDow,120.37, DistUp,123.1,,,,,,
, DistFront,118.84, DistDow,119, DistUp,123.83,,,,,,
, DistFront,112.93, DistDow,119.05, DistUp,125.17,,,,,,
, DistFront,118.52, DistDow,120.31, DistUp,273.71,,,,,,
, DistFront,118.81, DistDow,119.97, DistUp,3.76,,,,,,
, DistFront,113.4, DistDow,118.98, DistUp,123.76,,,,,,
, DistFront,113.76, DistDow,119.78, DistUp,273.28,,,,,,
, DistFront,111.92, DistDow,119.81, DistUp,122.16,,,,,,
, DistFront,118.13, DistDow,119.74, DistUp,3.76,,,,,,
, DistFront,113.32, DistDow,119.17, DistUp,123.64,,,,,,
, DistFront,118.52, DistDow,119.95, DistUp,124.05,,,,,,
, DistFront,117.99, DistDow,119.03, DistUp,3302.02,,,,,,
, DistFront,107.74, DistDow,118.04, DistUp,193.03,,,,,,
, DistFront,118.28, DistDow,118.89, DistUp,272.62,,,,,,
, DistFront,117.84, DistDow,119.3, DistUp,123.42,,,,,,
, DistFront,114.76, DistDow,118.98, DistUp,3332.19,,,,,,
, DistFront,106.09, DistDow,118.49, DistUp,3345.85,,,,,,
, DistFrontMean,117.96, DistDowMean,119.95, DistUpMean,3.76,,,,,,
, DistFront,118.47, DistDow,119.46, DistUp,122.93,,,,,,
, DistFront,113.78, DistDow,119.9, DistUp,272.28,,,,,,
, DistFront,117.98, DistDow,118.59, DistUp,3.76,,,,,,
, DistFront,117.09, DistDow,118.98, DistUp,123.1,,,,,,
, DistFront,117.19, DistDow,118.98, DistUp,121.8,,,,,,
, DistFront,111.62, DistDow,118.13, DistUp,122.24,,,,,,
, DistFront,112.93, DistDow,119.46, DistUp,121.8,,,,,,
, DistFront,116.75, DistDow,119.9, DistUp,273.55,,,,,,
, DistFront,115.78, DistDow,119, DistUp,122.96,,,,,,
, DistFront,114.05, DistDow,119.9, DistUp,122.19,,,,,,
, DistFront,113.81, DistDow,119, DistUp,121.38,,,,,,
, DistFront,115.46, DistDow,118.98, DistUp,123.84,,,,,,
, DistFront,112.41, DistDow,118.69, DistUp,121.77,,,,,,
, DistFront,116.62, DistDow,119.85, DistUp,3353.4,,,,,,
, DistFront,108.32, DistDow,119.83, DistUp,3322.89,,,,,,
, DistFront,107.84, DistDow,118.95, DistUp,123.03,,,,,,
, DistFront,118.38, DistDow,119.4, DistUp,3.76,,,,,,
, DistFront,111.67, DistDow,118.54, DistUp,270.99,,,,,,
, DistFront,118.03, DistDow,119.95, DistUp,3.76,,,,,,
, DistFront,115.24, DistDow,119.49, DistUp,123.61,,,,,,
, DistFrontMean,118.47, DistDowMean,119.49, DistUpMean,123.61,,,,,,
, DistFront,118.13, DistDow,119.1, DistUp,124.74,,,,,,
, DistFront,115.85, DistDow,119.52, DistUp,3319.35,,,,,,
, DistFront,108.18, DistDow,118.78, DistUp,272.47,,,,,,
, DistFront,114.3, DistDow,118.81, DistUp,272.04,,,,,,
, DistFront,109.54, DistDow,118.89, DistUp,123.35,,,,,,
, DistFront,118.74, DistDow,119.34, DistUp,3.64,,,,,,
, DistFront,111.73, DistDow,120.26, DistUp,124.35,,,,,,
, DistFront,112.55, DistDow,120.26, DistUp,124.66,,,,,,
, DistFront,113.03, DistDow,118.69, DistUp,193.1,,,,,,
, DistFront,117.93, DistDow,119.85, DistUp,125.2,,,,,,
, DistFront,117.11, DistDow,119.83, DistUp,192.24,,,,,,
, DistFront,113.38, DistDow,118.55, DistUp,190.97,,,,,,
, DistFront,117.91, DistDow,119.78, DistUp,3314.34,,,,,,
, DistFront,108.28, DistDow,119.3, DistUp,125.17,,,,,,
, DistFront,118.28, DistDow,119.3, DistUp,124.76,,,,,,
, DistFront,112.57, DistDow,118.42, DistUp,270.61,,,,,,
, DistFront,113.52, DistDow,119.3, DistUp,125.03,,,,,,
, DistFront,118.27, DistDow,118.83, DistUp,271.89,,,,,,
, DistFront,119.54, DistDow,119.71, DistUp,3.74,,,,,,
, DistFront,118.69, DistDow,119.27, DistUp,3.76,,,,,,
, DistFrontMean,118.69, DistDowMean,119.3, DistUpMean,271.6,,,,,,
, DistFront,118.71, DistDow,119.27, DistUp,124.74,,,,,,
, DistFront,118.76, DistDow,119.32, DistUp,3.76,,,,,,
, DistFront,118.33, DistDow,119.32, DistUp,125.66,,,,,,
, DistFront,110.48, DistDow,118.95, DistUp,270.34,,,,,,
, DistFront,119.66, DistDow,119.39, DistUp,271.56,,,,,,
, DistFront,118.4, DistDow,119.06, DistUp,274.52,,,,,,
, DistFront,118.91, DistDow,119.06, DistUp,3.76,,,,,,
, DistFront,109.78, DistDow,119.06, DistUp,122.38,,,,,,
, DistFront,113.54, DistDow,119.49, DistUp,122.84,,,,,,
, DistFront,119.76, DistDow,119.95, DistUp,3309.63,,,,,,
, DistFront,107.28, DistDow,119.03, DistUp,124.54,,,,,,
, DistFront,118.54, DistDow,119.98, DistUp,3.74,,,,,,
, DistFront,119.35, DistDow,119.98, DistUp,3.76,,,,,,
, DistFront,119.27, DistDow,119, DistUp,3.76,,,,,,
, DistFront,119.18, DistDow,118.98, DistUp,3.76,,,,,,
, DistFront,113.06, DistDow,118.88, DistUp,3314.76,,,,,,
, DistFront,106.89, DistDow,117.81, DistUp,271.68,,,,,,
, DistFront,118.03, DistDow,119.47, DistUp,3.74,,,,,,
, DistFront,117.55, DistDow,119.42, DistUp,272.41,,,,,,
, DistFront,118.4, DistDow,118.98, DistUp,123.55,,,,,,
, DistFrontMean,119.2, DistDowMean,119.39, DistUpMean,3306.48,,,,,,
, DistFront,117.82, DistDow,118.96, DistUp,3.74,,,,,,
, DistFront,118.62, DistDow,118.91, DistUp,4.59,,,,,,
, DistFront,118.23, DistDow,118.83, DistUp,3.76,,,,,,
, DistFront,118.27, DistDow,119.71, DistUp,3.76,,,,,,
, DistFront,118.35, DistDow,119.81, DistUp,3.76,,,,,,
, DistFront,118.03, DistDow,119.47, DistUp,3.74,,,,,,
, DistFront,118.49, DistDow,119.52, DistUp,3.64,,,,,,
, DistFront,113.89, DistDow,118.74, DistUp,3346.14,,,,,,
, DistFront,107.67, DistDow,119.54, DistUp,122.81,,,,,,
, DistFront,118.04, DistDow,119.1, DistUp,123.04,,,,,,
, DistFront,114.35, DistDow,119.06, DistUp,3338.45,,,,,,
, DistFront,107.47, DistDow,119.83, DistUp,3334.95,,,,,,
, DistFront,107.02, DistDow,119.27, DistUp,271.73,,,,,,
, DistFront,117.87, DistDow,119.61, DistUp,3.64,,,,,,
, DistFront,118.23, DistDow,119.27, DistUp,3.74,,,,,,
, DistFront,117.87, DistDow,118.91, DistUp,3.76,,,,,,
, DistFront,116.82, DistDow,119.05, DistUp,3327.84,,,,,,
, DistFront,107.19, DistDow,117.74, DistUp,3321.05,,,,,,
, DistFront,107.74, DistDow,118.88, DistUp,3328.88,,,,,,
, DistFront,106.9, DistDow,118.33, DistUp,3328.4,,,,,,
, DistFrontMean,118.55, DistDowMean,119.56, DistUpMean,3.76,,,,,,
, DistFront,118.55, DistDow,118.62, DistUp,3344.56,,,,,,
, DistFront,108.1, DistDow,119.05, DistUp,3333.59,,,,,,
, DistFront,108.18, DistDow,119.98, DistUp,124.54,,,,,,
, DistFront,112.11, DistDow,120.02, DistUp,3356.12,,,,,,
, DistFront,106.89, DistDow,118.74, DistUp,3309.35,,,,,,
, DistFront,106.68, DistDow,119.1, DistUp,121.99,,,,,,
, DistFront,115.14, DistDow,119.59, DistUp,123.25,,,,,,
, DistFront,118.62, DistDow,119.18, DistUp,3.64,,,,,,
, DistFront,117.99, DistDow,119.95, DistUp,3.74,,,,,,
, DistFront,117.93, DistDow,118.42, DistUp,3.76,,,,,,
, DistFront,112.76, DistDow,118.42, DistUp,3343.81,,,,,,
, DistFront,105.83, DistDow,117.93, DistUp,192.89,,,,,,
, DistFront,117.67, DistDow,119.2, DistUp,191.19,,,,,,
, DistFront,118.91, DistDow,118.28, DistUp,122.7,,,,,,
, DistFront,112.7, DistDow,118.25, DistUp,272.89,,,,,,
, DistFront,114.52, DistDow,118.67, DistUp,3369.13,,,,,,
, DistFront,106.19, DistDow,118.18, DistUp,270.12,,,,,,
, DistFront,119.03, DistDow,119.27, DistUp,3.74,,,,,,
, DistFront,117.52, DistDow,118.89, DistUp,195.03,,,,,,
, DistFront,114.4, DistDow,118.64, DistUp,193.98,,,,,,
, DistFrontMean,118.49, DistDowMean,119.1, DistUpMean,272.81,,,,,,
, DistFront,119.35, DistDow,119.59, DistUp,123.25,,,,,,
, DistFront,116.09, DistDow,117.38, DistUp,192.81,,,,,,
, DistFront,118.47, DistDow,118.95, DistUp,193.28,,,,,,
, DistFront,113.13, DistDow,119.13, DistUp,124.1,,,,,,
, DistFront,118.67, DistDow,120.14, DistUp,193.49,,,,,,
, DistFront,118.35, DistDow,120.7, DistUp,123.95,,,,,,
, DistFront,118.89, DistDow,119.95, DistUp,193.64,,,,,,
, DistFront,112.02, DistDow,119.63, DistUp,125.31,,,,,,
, DistFront,112.77, DistDow,121.02, DistUp,192.48,,,,,,
, DistFront,112.62, DistDow,120.66, DistUp,194.17,,,,,,
, DistFront,113.27, DistDow,120.26, DistUp,191.62,,,,,,
, DistFront,113.33, DistDow,120.27, DistUp,193.81,,,,,,
, DistFront,119.17, DistDow,120.24, DistUp,3.76,,,,,,
, DistFront,111.84, DistDow,120.66, DistUp,125.53,,,,,,
, DistFront,118.88, DistDow,120.77, DistUp,3.76,,,,,,
, DistFront,118.67, DistDow,120.12, DistUp,3.74,,,,,,
, DistFront,109.47, DistDow,120.54, DistUp,192.04,,,,,,
, DistFront,119.4, DistDow,119.69, DistUp,192.06,,,,,,
, DistFront,118.91, DistDow,120.39, DistUp,193.69,,,,,,
, DistFront,111.82, DistDow,119.1, DistUp,192.31,,,,,,
, DistFrontMean,118.4, DistDowMean,120.34, DistUpMean,192.84,,,,,,
, DistFront,118.38, DistDow,120.41, DistUp,123.49,,,,,,
, DistFront,118.32, DistDow,120.26, DistUp,124.66,,,,,,
, DistFront,112.77, DistDow,118.88, DistUp,191.89,,,,,,
, DistFront,113.52, DistDow,119.27, DistUp,122.93,,,,,,
, DistFront,118.64, DistDow,119.25, DistUp,194.4,,,,,,
, DistFront,114.9, DistDow,119.69, DistUp,123.28,,,,,,
, DistFront,118.61, DistDow,120.1, DistUp,123.28,,,,,,
, DistFront,117.06, DistDow,120.49, DistUp,194.76,,,,,,
, DistFront,117.7, DistDow,118.74, DistUp,124.1,,,,,,
, DistFront,117.87, DistDow,119.18, DistUp,191.46,,,,,,
, DistFront,113.78, DistDow,118.78, DistUp,193.16,,,,,,
, DistFront,119.1, DistDow,119.68, DistUp,191.9,,,,,,
, DistFront,117.7, DistDow,119.2, DistUp,192.28,,,,,,
, DistFront,111.97, DistDow,118.78, DistUp,191.9,,,,,,
, DistFront,112.06, DistDow,119.18, DistUp,123.64,,,,,,
, DistFront,118.67, DistDow,119.23, DistUp,272.89,,,,,,
, DistFront,118.55, DistDow,119.66, DistUp,193.54,,,,,,
, DistFront,117.7, DistDow,118.74, DistUp,122.74,,,,,,
, DistFront,118.28, DistDow,120.19, DistUp,3.76,,,,,,
, DistFront,113.52, DistDow,119.52, DistUp,125.49,,,,,,
, DistFrontMean,118.89, DistDowMean,119.83, DistUpMean,123.35,,,,,,
, DistFront,119.25, DistDow,119.88, DistUp,194.98,,,,,,
, DistFront,118.47, DistDow,119.61, DistUp,124.81,,,,,,
, DistFront,118.96, DistDow,120.88, DistUp,123.18,,,,,,
, DistFront,113.88, DistDow,120.49, DistUp,122.81,,,,,,
, DistFront,119.06, DistDow,119.25, DistUp,123.76,,,,,,
, DistFront,113.11, DistDow,119.46, DistUp,3310.53,,,,,,
, DistFront,108.27, DistDow,119.95, DistUp,193.16,,,,,,
, DistFront,112.64, DistDow,120.85, DistUp,124.4,,,,,,
, DistFront,118.91, DistDow,120.12, DistUp,125.26,,,,,,
minima,,,,,,,,,,,,
, DistFront, 48.03, DistDow, 59.05, DistUp, 3559.90
, DistFront, 48.64, DistDow, 59.88, DistUp, 161.34
, DistFront, 58.45, DistDow, 59.52, DistUp, 3.78
, DistFront, 59.20, DistDow, 59.30, DistUp, 3.69
, DistFront, 58.83, DistDow, 59.88, DistUp, 296.14
, DistFront, 58.88, DistDow, 59.54, DistUp, 3516.77
, DistFront, 48.33, DistDow, 59.95, DistUp, 157.19
, DistFront, 59.30, DistDow, 59.52, DistUp, 3.78
, DistFront, 58.84, DistDow, 59.46, DistUp, 3.67
, DistFront, 58.95, DistDow, 59.56, DistUp, 3.78
, DistFront, 58.96, DistDow, 59.97, DistUp, 3.78
, DistFront, 59.05, DistDow, 60.12, DistUp, 3.78
, DistFront, 58.95, DistDow, 59.97, DistUp, 3.78
, DistFront, 58.95, DistDow, 59.97, DistUp, 295.82
, DistFront, 58.89, DistDow, 60.34, DistUp, 295.43
, DistFront, 58.83, DistDow, 59.49, DistUp, 296.67
, DistFront, 58.83, DistDow, 59.78, DistUp, 295.02
, DistFront, 58.81, DistDow, 59.78, DistUp, 294.91
, DistFront, 59.20, DistDow, 59.42, DistUp, 294.54
, DistFrontMean, 59.10, DistDowMean, 59.78, DistUpMean, 296.67
, DistFront, 58.83, DistDow, 59.88, DistUp, 300.03
, DistFront, 58.71, DistDow, 59.39, DistUp, 295.83
, DistFront, 58.76, DistDow, 59.42, DistUp, 295.43
, DistFront, 58.83, DistDow, 60.31, DistUp, 294.23
, DistFront, 58.83, DistDow, 59.47, DistUp, 294.25
, DistFront, 58.91, DistDow, 59.59, DistUp, 295.07
, DistFront, 58.95, DistDow, 59.61, DistUp, 293.35
, DistFront, 58.95, DistDow, 59.59, DistUp, 293.42
, DistFront, 58.59, DistDow, 59.49, DistUp, 293.76
, DistFront, 58.89, DistDow, 59.49, DistUp, 293.33
, DistFront, 58.98, DistDow, 60.05, DistUp, 293.78
, DistFront, 58.96, DistDow, 59.63, DistUp, 293.33
, DistFront, 58.88, DistDow, 59.52, DistUp, 294.18
, DistFront, 58.88, DistDow, 59.95, DistUp, 292.93
, DistFront, 58.83, DistDow, 60.34, DistUp, 293.74
, DistFront, 58.95, DistDow, 60.39, DistUp, 295.37
, DistFront, 58.89, DistDow, 59.49, DistUp, 294.00
, DistFront, 58.81, DistDow, 59.83, DistUp, 3.78
, DistFront, 58.81, DistDow, 59.76, DistUp, 3.67
, DistFront, 58.69, DistDow, 59.35, DistUp, 3.67
, DistFrontMean, 58.81, DistDowMean, 59.88, DistUpMean, 3510.77
, DistFront, 58.67, DistDow, 59.34, DistUp, 3.78
, DistFront, 58.76, DistDow, 59.76, DistUp, 3.67
, DistFront, 58.74, DistDow, 59.85, DistUp, 293.76
, DistFront, 58.62, DistDow, 60.14, DistUp, 294.54
, DistFront, 59.12, DistDow, 59.69, DistUp, 294.54
, DistFront, 59.03, DistDow, 59.69, DistUp, 295.82
, DistFront, 58.59, DistDow, 59.68, DistUp, 293.32
, DistFront, 58.71, DistDow, 60.24, DistUp, 294.12
, DistFront, 58.71, DistDow, 59.78, DistUp, 293.28
, DistFront, 58.64, DistDow, 60.56, DistUp, 295.41
, DistFront, 58.59, DistDow, 60.10, DistUp, 294.12
, DistFront, 58.69, DistDow, 60.10, DistUp, 293.67
, DistFront, 59.05, DistDow, 59.63, DistUp, 160.17
, DistFront, 58.62, DistDow, 59.63, DistUp, 294.49
, DistFront, 58.52, DistDow, 59.59, DistUp, 294.97
, DistFront, 58.49, DistDow, 60.48, DistUp, 3.78
, DistFront, 58.55, DistDow, 60.07, DistUp, 3.67
, DistFront, 58.59, DistDow, 59.71, DistUp, 3.78
, DistFront, 58.71, DistDow, 59.83, DistUp, 3562.91
, DistFront, 48.62, DistDow, 59.90, DistUp, 156.53
, DistFrontMean, 58.81, DistDowMean, 59.40, DistUpMean, 3516.26
, DistFront, 58.83, DistDow, 59.95, DistUp, 3.78
, DistFront, 58.95, DistDow, 60.92, DistUp, 3.78
, DistFront, 58.88, DistDow, 60.41, DistUp, 3.78
, DistFront, 59.34, DistDow, 60.07, DistUp, 3.78
, DistFront, 58.78, DistDow, 59.91, DistUp, 3.78
, DistFront, 58.55, DistDow, 59.71, DistUp, 3.78
, DistFront, 58.61, DistDow, 60.12, DistUp, 3.78
, DistFront, 58.49, DistDow, 59.66, DistUp, 3.78
, DistFront, 58.69, DistDow, 59.83, DistUp, 3.78
, DistFront, 58.69, DistDow, 59.83, DistUp, 3.78
, DistFront, 58.89, DistDow, 60.03, DistUp, 3.67
, DistFront, 59.47, DistDow, 60.20, DistUp, 3516.92
, DistFront, 48.55, DistDow, 60.31, DistUp, 154.95
, DistFront, 59.17, DistDow, 60.31, DistUp, 295.05
, DistFront, 59.20, DistDow, 60.75, DistUp, 295.88
, DistFront, 59.76, DistDow, 60.90, DistUp, 296.38
, DistFront, 59.39, DistDow, 60.95, DistUp, 295.49
, DistFront, 59.40, DistDow, 60.56, DistUp, 299.35
, DistFront, 59.34, DistDow, 60.88, DistUp, 3.78
