AcX:,diffAcX,AcY:,diffAcY:,AcZ:,diffAcZ:,AgX:,diffAgX:,AgY:,diffAgY:,AgZ:,diffAgZ:,activity,,,
-6289,1,1090,16,15064,9,-1745,1,-269,3,87,14,stop,,,
-6285,4,1087,3,15075,11,-1745,0,-239,30,75,12,stop,,,
-6278,7,1097,10,15057,18,-1746,1,-191,48,77,2,stop,,,
-6293,15,1135,38,15058,1,-1744,2,-175,16,72,5,stop,,,
-6227,66,1158,23,14927,131,-1728,16,-216,41,81,9,stop,,,
-6267,40,1167,9,15076,149,-1747,19,-282,66,73,8,stop,,,
-6284,17,1141,26,15067,9,-1743,4,-294,12,104,31,stop,,,
-6282,2,1136,5,15054,13,-1747,4,-263,31,108,4,stop,,,
-6300,18,1127,9,15095,41,-1746,1,-288,25,94,14,stop,,,
-6302,2,1102,25,15067,28,-1750,4,-314,26,85,9,stop,,,
-6283,19,1060,42,15065,2,-1750,0,-319,5,73,12,stop,,,
-6285,2,1035,25,15082,17,-1747,3,-235,84,77,4,stop,,,
-6276,9,1061,26,15090,8,-1747,0,-160,75,73,4,stop,,,
-6283,7,1127,66,15064,26,-1746,1,-189,29,91,18,stop,,,
-6284,1,1121,6,15060,4,-1744,2,-225,36,62,29,stop,,,
-6266,18,1160,39,15056,4,-1750,6,-234,9,90,28,stop,,,
-6277,11,1137,23,15061,5,-1747,3,-275,41,111,21,stop,,,
-6283,6,1123,14,15074,13,-1749,2,-292,17,107,4,stop,,,
-6306,23,1104,19,15084,10,-1747,2,-305,13,108,1,stop,,,
-6304,2,1095,9,15042,42,-1744,3,-285,20,86,22,stop,,,
-6307,3,1066,29,15076,34,-1747,3,-266,19,92,6,stop,,,
-6309,2,1074,8,15082,6,-1745,2,-218,48,70,22,stop,,,
-6317,8,1099,25,15082,0,-1746,1,-220,2,79,9,stop,,,
-6296,21,1107,8,15049,33,-1745,1,-215,5,49,30,stop,,,
-6225,71,1106,1,14928,121,-1723,22,-201,14,65,16,stop,,,
-6273,48,1164,58,15048,120,-1748,25,-239,38,81,16,stop,,,
-6279,6,1141,23,15069,21,-1744,4,-309,70,103,22,stop,,,
-6288,9,1108,33,15079,10,-1746,2,-303,6,106,3,stop,,,
-6306,18,1105,3,15058,21,-1746,0,-282,21,95,11,stop,,,
-6311,5,1068,37,15064,6,-1744,2,-259,23,93,2,stop,,,
-6298,13,1093,25,15062,2,-1744,0,-239,20,92,1,stop,,,
-6320,22,1073,20,15050,12,-1743,1,-264,25,94,2,stop,,,
-6314,6,1090,17,15057,7,-1746,3,-220,44,65,29,stop,,,
-6286,28,1087,3,15066,9,-1745,1,-224,4,38,27,stop,,,
-6281,5,1117,30,15074,8,-1744,1,-180,44,50,12,stop,,,
-6262,19,1147,30,15081,7,-1742,2,-216,36,65,15,stop,,,
-6250,12,1164,17,15072,9,-1746,4,-226,10,95,30,stop,,,
-6283,33,1171,7,15063,9,-1742,4,-290,64,100,5,stop,,,
-6273,10,1131,40,15066,3,-1743,1,-289,1,108,8,stop,,,
-6303,30,1121,10,15063,3,-1741,2,-271,18,99,9,stop,,,
-6300,3,1124,3,15060,3,-1739,2,-300,29,99,0,stop,,,
-6289,11,1091,33,15044,16,-1740,1,-270,30,81,18,stop,,,
-6299,10,1087,4,15071,27,-1741,1,-256,14,87,6,stop,,,
-6293,6,1089,2,15067,4,-1742,1,-202,54,60,27,stop,,,
-6285,8,1115,26,15078,11,-1741,1,-189,13,70,10,stop,,,
-6285,0,1159,44,15061,17,-1744,3,-198,9,72,2,stop,,,
-6274,11,1176,17,15058,3,-1743,1,-271,73,81,9,stop,,,
-6282,8,1117,59,15070,12,-1739,4,-294,23,105,24,stop,,,
-6288,6,1127,10,15084,14,-1739,0,-271,23,100,5,stop,,,
-6306,18,1119,8,15074,10,-1740,1,-280,9,111,11,stop,,,
-6303,3,1079,40,15041,33,-1742,2,-294,14,93,18,stop,,,
-6315,12,1055,24,15060,19,-1739,3,-261,33,93,0,stop,,,
-6318,3,1078,23,15063,3,-1743,4,-211,50,70,23,stop,,,
-6305,13,1124,46,15049,14,-1742,1,-182,29,72,2,stop,,,
-6313,8,1143,19,15065,16,-1742,0,-226,44,68,4,stop,,,
-6222,91,1128,15,14905,160,-1725,17,-222,4,50,18,stop,,,
-6266,44,1149,21,15061,156,-1743,18,-297,75,80,30,stop,,,
-6270,4,1094,55,15067,6,-1739,4,-284,13,102,22,stop,,,
-6299,29,1136,42,15061,6,-1739,0,-288,4,111,9,stop,,,
-6297,2,1060,76,15069,8,-1739,0,-291,3,98,13,stop,,,
-6297,0,1074,14,15045,24,-1741,2,-264,27,83,15,stop,,,
-6236,61,1028,46,14906,139,-1723,18,-254,10,78,5,stop,,,
-6298,62,1058,30,15078,172,-1739,16,-210,44,67,11,stop,,,
-6300,2,1105,47,15071,7,-1744,5,-183,27,85,18,stop,,,
-6277,23,1125,20,15063,8,-1740,4,-216,33,56,29,stop,,,
-6285,8,1138,13,15054,9,-1741,1,-249,33,76,20,stop,,,
-6283,2,1111,27,15059,5,-1740,1,-279,30,102,26,stop,,,
-6296,13,1093,18,15100,41,-1743,3,-281,2,99,3,stop,,,
-6293,3,1089,4,15074,26,-1742,1,-299,18,101,2,stop,,,
-6291,2,1055,34,15060,14,-1738,4,-277,22,85,16,stop,,,
-6295,4,1038,17,15065,5,-1740,2,-247,30,87,2,stop,,,
-6311,16,1059,21,15085,20,-1740,0,-199,48,74,13,stop,,,
-6284,27,1097,38,15057,28,-1737,3,-195,4,73,1,stop,,,
-6289,5,1111,14,15052,5,-1740,3,-232,37,44,29,stop,,,
-6273,16,1123,12,15070,18,-1736,4,-237,5,75,31,stop,,,
-6211,62,1099,24,14917,153,-1722,14,-305,68,102,27,stop,,,
-6277,66,1082,17,15085,168,-1737,15,-308,3,98,4,stop,,,
-6299,22,1055,27,15096,11,-1742,5,-294,14,103,5,stop,,,
-6297,2,1057,2,15061,35,-1742,0,-270,24,95,8,stop,,,
-6240,57,1025,32,14910,151,-1721,21,-251,19,94,1,stop,,,
-6305,65,1055,30,15048,138,-1739,18,-233,18,87,7,stop,,,
-6305,0,1057,2,15082,34,-1736,3,-270,37,84,3,stop,,,
-6313,8,1017,40,15079,3,-1738,2,-263,7,76,8,stop,,,
-6308,5,1025,8,15044,35,-1736,2,-198,65,66,10,stop,,,
-6287,21,1096,71,15036,8,-1736,0,-153,45,69,3,stop,,,
-6279,8,1151,55,15064,28,-1736,0,-225,72,67,2,stop,,,
-6273,6,1118,33,15057,7,-1736,0,-263,38,64,3,stop,,,
-6261,12,1127,9,15062,5,-1740,4,-286,23,97,33,stop,,,
-6290,29,1088,39,15048,14,-1737,3,-285,1,105,8,stop,,,
-6231,59,1101,13,14915,133,-1722,15,-297,12,94,11,stop,,,
-6295,64,1051,50,15094,179,-1738,16,-307,10,83,11,stop,,,
-6276,19,1053,2,15073,21,-1738,0,-276,31,98,15,stop,,,
-6299,23,1034,19,15054,19,-1732,6,-253,23,112,14,stop,,,
-6319,20,1034,0,15090,36,-1739,7,-211,42,89,23,stop,,,
-6306,13,1072,38,15067,23,-1736,3,-199,12,65,24,stop,,,
-6294,12,1088,16,15079,12,-1738,2,-180,19,54,11,stop,,,
-6271,23,1117,29,15058,21,-1737,1,-195,15,73,19,stop,,,
-6269,2,1168,51,15068,10,-1737,0,-243,48,96,23,stop,,,
-6297,28,1138,30,15070,2,-1737,0,-299,56,94,2,stop,,,
-6278,19,1088,50,15070,0,-1733,4,-309,10,68,26,stop,,,
-6274,4,1065,23,15084,14,-1738,5,-289,20,99,31,stop,,,
-6310,36,1061,4,15038,46,-1736,2,-239,50,112,13,stop,,,
-6313,3,1073,12,15085,47,-1732,4,-231,8,113,1,stop,,,
-6320,7,1076,3,15048,37,-1738,6,-265,34,114,1,stop,,,
-6338,18,1058,18,15050,2,-1738,0,-273,8,77,37,stop,,,
-6312,26,1035,23,15066,16,-1737,1,-216,57,46,31,stop,,,
-6296,16,1076,41,15046,20,-1739,2,-158,58,74,28,stop,,,
-6291,5,1159,83,15049,3,-1736,3,-201,43,84,10,stop,,,
-6309,18,1124,35,15059,10,-1735,1,-252,51,63,21,stop,,,
-6302,7,1137,13,15055,4,-1740,5,-266,14,89,26,stop,,,
-6294,8,1126,11,15051,4,-1736,4,-273,7,105,16,stop,,,
-6308,14,1116,10,15070,19,-1738,2,-290,17,101,4,stop,,,
-6312,4,1080,36,15062,8,-1741,3,-299,9,99,2,stop,,,
-6319,7,1074,6,15045,17,-1736,5,-282,17,78,21,stop,,,
-6306,13,1050,24,15054,9,-1737,1,-255,27,83,5,stop,,,
-6318,12,1076,26,15074,20,-1736,1,-228,27,91,8,stop,,,
-6311,7,1074,2,15076,2,-1739,3,-245,17,80,11,stop,,,
-6314,3,1069,5,15059,17,-1739,0,-222,23,52,28,stop,,,
-6285,29,1111,42,15070,11,-1737,2,-197,25,59,7,stop,,,
-6293,8,1118,7,15087,17,-1737,0,-208,11,54,5,stop,,,
-6277,16,1158,40,15078,9,-1735,2,-325,117,25,29,stop,,,
-6236,41,1073,85,15065,13,-1740,5,-403,78,82,57,stop,,,
-6225,11,967,106,15081,16,-1739,1,-275,128,107,25,stop,,,
-6263,38,1028,61,15091,10,-1738,1,-223,52,111,4,stop,,,
-6249,14,1047,19,15111,20,-1737,1,-270,47,107,4,stop,,,
-6291,42,1014,33,15031,80,-1737,0,-399,129,117,10,stop,,,
-6221,70,1014,0,15118,87,-1738,1,-152,247,29,88,stop,,,
-6392,171,984,30,15096,22,-1736,2,-186,34,-28,57,stop,,,
-6154,238,1016,32,15127,31,-1735,1,-41,145,-35,7,stop,,,
-6158,4,1212,196,15080,47,-1734,1,-103,62,90,125,stop,,,
-6088,70,1156,56,15202,122,-1736,2,-280,177,13,77,stop,,,
-6239,151,1034,122,15136,66,-1737,1,-245,35,106,93,stop,,,
-6011,228,1229,195,15262,126,-1738,1,-232,13,116,10,stop,,,
-6412,401,1120,109,14927,335,-1736,2,63,295,254,138,stop,,,
-6094,318,1221,101,15140,213,-1735,1,-329,392,22,232,stop,,,
-6315,221,1142,79,15040,100,-1737,2,-243,86,9,13,stop,,,
-6074,241,1248,106,15181,141,-1740,3,-312,69,60,51,stop,,,
-6301,227,946,302,15068,113,-1735,5,-436,124,118,58,stop,,,
-5948,353,1071,125,14950,118,-1720,15,-235,201,-16,134,stop,,,
-6186,238,935,136,15150,200,-1733,13,-447,212,-3,13,stop,,,
-5962,224,1037,102,15286,136,-1734,1,-157,290,142,145,stop,,,
-6326,364,1005,32,15081,205,-1736,2,-378,221,109,33,stop,,,
-6082,244,1055,50,15191,110,-1737,1,-193,185,113,4,stop,,,
-6199,117,1017,38,15084,107,-1736,1,-302,109,35,78,stop,,,
-6088,111,1048,31,15144,60,-1736,0,-228,74,94,59,stop,,,
-6166,78,1037,11,15134,10,-1735,1,-254,26,79,15,stop,,,
-6130,36,1048,11,15176,42,-1727,8,-207,47,100,21,stop,,,
-6150,20,1032,16,15120,56,-1732,5,-243,36,73,27,stop,,,
-6127,23,1096,64,15120,0,-1735,3,-233,10,94,21,stop,,,
-6158,31,1053,43,15146,26,-1737,2,-263,30,84,10,stop,,,
-6133,25,1066,13,15138,8,-1737,0,-317,54,100,16,stop,,,
-6156,23,1004,62,15136,2,-1738,1,-333,16,89,11,stop,,,
-6139,17,978,26,15160,24,-1738,0,-309,24,94,5,stop,,,
-6156,17,950,28,15110,50,-1736,2,-276,33,84,10,stop,,,
-6146,10,947,3,15140,30,-1736,0,-258,18,109,25,stop,,,
-6164,18,940,7,15131,9,-1740,4,-253,5,100,9,stop,,,
-6164,0,972,32,15139,8,-1736,4,-255,2,81,19,stop,,,
-6175,11,922,50,15144,5,-1737,1,-267,12,50,31,stop,,,
-6150,25,959,37,15129,15,-1738,1,-218,49,51,1,stop,,,
-6120,30,984,25,15185,56,-1737,1,-290,72,63,12,stop,,,
-6168,48,1118,134,15255,70,-1736,1,-706,416,157,94,stop,,,
-6128,40,610,508,15171,84,-1735,1,-1203,497,414,257,stop,,,
-6690,562,-51,661,14734,437,-1734,1,-868,335,1650,1236,stop,,,
-6842,152,62,113,14084,650,-1739,5,704,1572,1607,43,stop,,,
-8120,#NOME?,7,55,14104,20,-1739,0,1028,324,113,1494,stop,,,
-7787,333,-44,51,14637,533,-1736,3,2089,1061,-2172,2285,stop,,,
-5736,2051,1253,1297,12809,1828,-1721,15,8491,6402,-3923,1751,stop,,,
-2926,2810,10956,9703,18596,5787,-1705,16,5614,2877,-3008,915,stop,,,
-7965,7965,2051,2051,13831,13831,-1996,1996,-4764,4764,2003,2003,walk,,,
-8939,974,1909,142,14490,659,-1996,0,-4474,290,-194,2197,walk,,,
-6703,2236,3211,1302,14502,12,-1995,1,-1537,2937,-832,638,walk,,,
-6141,562,3740,529,14516,14,-1991,4,1027,2564,-793,39,walk,,,
-5780,361,4403,663,14878,362,-1992,1,1675,648,422,1215,walk,,,
-5817,37,3750,653,14576,302,-1992,0,623,1052,764,342,walk,,,
-8047,2230,1919,1831,14972,396,-1990,2,2271,1648,575,189,walk,,,
-7914,133,1361,558,14016,956,-1988,2,-1415,3686,-20,595,walk,,,
-6836,1078,2408,1047,14151,135,-1992,4,1528,2943,-1496,1476,walk,,,
-5511,1325,1918,490,15628,1477,-1992,0,-1204,2732,332,1828,walk,,,
-6460,949,1130,788,14861,767,-1993,1,-2699,1495,950,618,walk,,,
-6707,247,1123,7,15223,362,-1990,3,-1738,961,880,70,walk,,,
-6970,263,4011,2888,14307,916,-1988,2,-617,1121,658,222,walk,,,
-7398,428,4684,673,13906,401,-1983,5,-779,162,1175,517,walk,,,
-8015,617,4769,85,13465,441,-1988,5,-213,566,1318,143,walk,,,
-8167,152,4785,16,13758,293,-1984,4,-727,514,373,945,walk,,,
-7940,227,4751,34,13708,50,-1986,2,-200,527,-652,1025,walk,,,
-7360,580,3464,1287,13998,290,-1987,1,1345,1545,-1063,411,walk,,,
-7298,62,1228,2236,15342,1344,-1983,4,-33,1378,-994,69,walk,,,
-6400,898,1385,157,14593,749,-1982,1,-110,77,-649,345,walk,,,
-6436,36,1102,283,15174,581,-1984,2,-264,154,217,866,walk,,,
-6771,335,1143,41,14943,231,-1985,1,-756,492,382,165,walk,,,
-7272,501,1938,795,14450,493,-1987,2,-909,153,870,488,walk,,,
-7427,155,4397,2459,14331,119,-1981,6,364,1273,767,103,walk,,,
-8061,634,4604,207,13645,686,-1981,0,-103,467,135,632,walk,,,
-7353,708,4792,188,13869,224,-1983,2,-624,521,18,117,walk,,,
-7914,561,4580,212,13908,39,-1977,6,-856,232,13,5,walk,,,
-7312,602,2909,1671,13804,104,-1981,4,637,1493,-165,178,walk,,,
-7682,370,1188,1721,14893,1089,-1978,3,-136,773,168,333,walk,,,
-7243,439,1080,108,14572,321,-1975,3,-752,616,-361,529,walk,,,
-7219,24,834,246,14635,63,-1974,1,-807,55,-542,181,walk,,,
-6774,445,634,200,14653,18,-1982,8,-99,708,-174,368,walk,,,
-6714,60,388,246,14993,340,-1976,6,-195,96,-87,87,walk,,,
-6730,16,887,499,15012,19,-1980,4,-590,395,-216,129,walk,,,
-6970,240,2717,1830,14722,290,-1974,6,224,814,-326,110,walk,,,
-7215,245,3124,407,14457,265,-1976,2,369,145,642,968,walk,,,
-7601,386,3145,21,14241,216,-1974,2,76,293,740,98,walk,,,
-7907,306,3297,152,14049,192,-1974,0,-224,300,439,301,walk,,,
-7599,308,3392,95,14343,294,-1975,1,227,451,-9,448,walk,,,
-7519,80,1528,1864,14445,102,-1975,0,845,618,-3,6,walk,,,
-7541,22,1361,167,14801,356,-1974,1,804,41,-93,90,walk,,,
-7105,436,1711,350,14576,225,-1972,2,361,443,-284,191,walk,,,
-6609,496,1688,23,14993,417,-1975,3,-30,391,-317,33,walk,,,
-6694,85,1396,292,15017,24,-1972,3,-476,446,20,337,walk,,,
-6612,82,1398,2,15099,82,-1968,4,-2030,1554,-28,48,walk,,,
-7317,705,2434,1036,14193,906,-1971,3,-1001,1029,58,86,walk,,,
-8070,753,2943,509,14292,99,-1970,1,414,1415,312,254,walk,,,
-7609,461,3164,221,14256,36,-1971,1,28,386,886,574,walk,,,
-8095,486,3325,161,13983,273,-1970,1,-1277,1305,513,373,walk,,,
-7725,370,2782,543,14010,27,-1967,3,-201,1076,-154,667,walk,,,
-6875,850,1411,1371,14888,878,-1968,1,1147,1348,-589,435,walk,,,
-7173,298,1438,27,14948,60,-1971,3,136,1011,193,782,walk,,,
-6827,346,1648,210,14816,132,-1967,4,-588,724,364,171,walk,,,
-7116,289,1400,248,14824,8,-1967,0,-911,323,640,276,walk,,,
-7924,808,1889,489,14276,548,-1965,2,-1001,90,785,145,walk,,,
-8437,513,3078,1189,13207,1069,-1879,86,-1202,201,1429,644,walk,,,
-9079,642,1326,1752,13165,42,-1968,89,-27,1175,806,623,walk,,,
-9446,367,898,428,13709,544,-1965,3,1124,1151,1045,239,walk,,,
-7608,1838,3173,2275,10907,2802,-1963,2,6364,5240,44,1001,walk,,,
-8460,852,2349,824,13858,2951,-1940,23,-7127,13491,-1862,1906,walk,,,
-7365,1095,453,1896,15127,1269,-1966,26,-2182,4945,-211,1651,walk,,,
-8117,752,-93,546,14291,836,-1965,1,-1027,1155,181,392,walk,,,
-8153,36,696,789,14112,179,-1961,4,1052,2079,883,702,walk,,,
-10862,2709,1748,1052,12116,1996,-1964,3,3677,2625,1075,192,walk,,,
-10987,125,2801,1053,12250,134,-1960,4,6651,2974,312,763,walk,,,
-10009,978,2142,659,12488,238,-1964,4,4727,1924,-1121,1433,walk,,,
-11167,1158,1090,1052,11490,998,-1965,1,1539,3188,-2708,1587,walk,,,
-9799,1368,2001,911,15006,3516,-1958,7,2348,809,-3424,716,walk,,,
-4903,4896,4172,2171,15180,174,-1959,1,2554,206,-1302,2122,walk,,,
-7498,2595,3360,812,14501,679,-1959,0,-47,2601,-886,416,walk,,,
-4755,2743,1324,2036,15093,592,-1958,1,924,971,-1428,542,walk,,,
-4181,574,-26,1350,15313,220,-1960,2,-90,1014,50,1478,walk,,,
-5318,1137,-695,669,17111,1798,-1961,1,-2868,2778,949,899,walk,,,
-7494,2176,1533,2228,14484,2627,-1957,4,-6019,3151,1118,169,walk,,,
-6129,1365,807,726,15665,1181,-1957,0,-2244,3775,1557,439,walk,,,
-7356,1227,-550,1357,13581,2084,-1955,2,-5252,3008,1350,207,walk,,,
-7876,520,-7,543,17075,3494,-1960,5,-5833,581,-809,2159,walk,,,
-6058,1818,1614,1621,14677,2398,-1963,3,-3517,2316,-65,744,walk,,,
-6626,568,-328,1942,14664,13,-1953,10,-2968,549,1440,1505,walk,,,
-7513,887,804,1132,17640,2976,-1954,1,-6357,3389,-536,1976,walk,,,
-7408,105,1197,393,13394,4246,-1957,3,0,6357,658,1194,walk,,,
-8225,817,-832,2029,13566,172,-1956,1,-645,645,904,246,walk,,,
-8478,253,-82,750,16496,2930,-1958,2,-3758,3113,-1866,2770,walk,,,
-7307,1171,-490,408,12984,3512,-1954,4,1597,5355,183,2049,walk,,,
-7561,254,-1196,706,14620,1636,-1936,18,2839,1242,328,145,walk,,,
-9407,1846,1712,2908,13485,1135,-1958,22,-673,3512,887,559,walk,,,
-8263,1144,978,734,13848,363,-1954,4,6822,7495,-35,922,walk,,,
-9973,1710,-303,1281,15027,1179,-1954,0,2638,4184,-1506,1471,walk,,,
-8247,1726,3301,3604,12809,2218,-1935,19,3556,918,366,1872,walk,,,
-6788,1459,335,2966,12026,783,-1953,18,3438,118,-36,402,walk,,,
-8955,2167,-205,540,17593,5567,-1954,1,348,3090,401,437,walk,,,
-9317,362,2246,2451,10473,7120,-1955,1,5935,5587,1458,1057,walk,,,
-8578,739,-29,2275,12088,1615,-1928,27,4021,1914,-334,1792,walk,,,
-11475,2897,273,302,17365,5277,-1953,25,-1670,5691,-923,589,walk,,,
-5486,5989,3183,2910,13393,3972,-1957,4,-391,1279,200,1123,walk,,,
-6681,1195,-153,3336,13190,203,-1954,3,-325,66,269,69,walk,,,
-8242,1561,1203,1356,18162,4972,-1953,1,-3614,3289,-671,940,walk,,,
-7930,312,2020,817,12937,5225,-1952,1,2487,6101,55,726,walk,,,
-6273,1657,1705,315,14930,1993,-1951,1,-3569,6056,537,482,walk,,,
-7717,1444,1341,364,13990,940,-1953,2,-6919,3350,1179,642,walk,,,
-8078,361,-257,1598,14381,391,-1947,6,-1700,5219,775,404,walk,,,
-6588,1490,-197,60,16847,2466,-1947,0,-3020,1320,922,147,walk,,,
-6322,266,2743,2940,13212,3635,-1949,2,-7903,4883,250,672,walk,,,
-6702,380,368,2375,14849,1637,-1945,4,-4795,3108,-507,757,walk,,,
-9113,2411,-452,820,15328,479,-1948,3,-4808,13,680,1187,walk,,,
-5835,3278,4102,4554,13837,1491,-1947,1,-6505,1697,-880,1560,walk,,,
-5234,601,766,3336,14058,221,-1950,3,-3365,3140,264,1144,walk,,,
-7461,2227,850,84,18305,4247,-1950,0,-5190,1825,2051,1787,walk,,,
-5861,1600,4012,3162,14054,4251,-1944,6,-4886,304,529,1522,walk,,,
-7492,1631,807,3205,12486,1568,-1944,0,-6563,1677,1408,879,walk,,,
-8431,939,1139,332,17231,4745,-1943,1,-4904,1659,-588,1996,walk,,,
-5536,2895,3061,1922,14757,2474,-1942,1,-2729,2175,990,1578,walk,,,
-6401,865,1011,2050,13823,934,-1946,4,-1628,1101,1213,223,walk,,,
-8420,2019,2046,1035,17250,3427,-1942,4,-4433,2805,988,225,walk,,,
-8286,134,1862,184,13088,4162,-1941,1,1696,6129,312,676,walk,,,
-7711,575,515,1347,14019,931,-1942,1,377,1319,-842,1154,walk,,,
-6632,1079,3981,3466,15323,1304,-1942,0,-2600,2977,-1031,189,walk,,,
-7767,1135,-601,4582,11780,3543,-1944,2,436,3036,756,1787,walk,,,
-9211,1444,-103,498,17608,5828,-1942,2,1568,1132,-146,902,walk,,,
-8852,359,2067,2170,10953,6655,-1940,2,5760,4192,501,647,walk,,,
-7910,942,18,2049,14093,3140,-1941,1,4111,1649,-705,1206,walk,,,
-9050,1140,2187,2169,15601,1508,-1943,2,-3505,7616,-874,169,walk,,,
-7467,1583,-714,2901,12497,3104,-1939,4,1183,4688,1051,1925,walk,,,
-7817,350,-1418,704,18081,5584,-1938,1,-148,1331,582,469,walk,,,
-7565,252,2292,3710,11898,6183,-1936,2,-414,266,457,125,walk,,,
-5600,1965,-292,2584,13183,1285,-1940,4,-591,177,158,299,walk,,,
-9304,3704,-812,520,17278,4095,-1938,2,-4890,4299,-88,246,walk,,,
-7836,1468,299,1111,13897,3381,-1940,2,-1469,3421,709,797,walk,,,
-6530,1306,-350,649,16553,2656,-1940,0,2668,4137,-887,1596,walk,,,
-7975,1445,3341,3691,12550,4003,-1924,16,-4084,6752,-502,385,walk,,,
-6256,1719,-763,4104,13569,1019,-1939,15,515,4599,397,899,walk,,,
-10502,4246,-1587,824,17069,3500,-1922,17,-2817,3332,190,207,walk,,,
-6397,4105,1710,3297,13971,3098,-1935,13,-792,2025,397,207,walk,,,
-8228,1831,-1086,2796,11966,2005,-1936,1,2365,3157,-55,452,walk,,,
-9413,1185,2163,3249,15818,3852,-1939,3,-72,2437,-762,707,walk,,,
-6977,2436,956,1207,12511,3307,-1935,4,4568,4640,-174,588,walk,,,
-10185,3208,-889,1845,16171,3660,-1935,0,-495,5063,-809,635,walk,,,
-8285,1900,3074,3963,13143,3028,-1934,1,483,978,-438,371,walk,,,
-5969,2316,320,2754,11539,1604,-1940,6,2592,2109,-68,370,walk,,,
-9731,3762,743,423,18183,6644,-1940,0,-2026,4618,641,709,walk,,,
-7614,2117,1142,399,13089,5094,-1938,2,5195,7221,42,599,walk,,,
-9105,1491,-758,1900,14504,1415,-1936,2,851,4344,-418,460,walk,,,
-6493,2612,3464,4222,13614,890,-1920,16,-2053,2904,503,921,walk,,,
-7776,1283,-1249,4713,12208,1406,-1933,13,796,2849,671,168,walk,,,
-9379,1603,-776,473,19196,6988,-1935,2,-2238,3034,929,258,walk,,,
-6286,3093,973,1749,11969,7227,-1936,1,759,2997,-346,1275,walk,,,
-6761,475,-1070,2043,13144,1175,-1934,2,-2019,2778,620,966,walk,,,
-6608,153,478,1548,17340,4196,-1936,2,-5943,3924,-831,1451,walk,,,
-9352,2744,-969,1447,11449,5891,-1938,2,-2149,3794,1126,1957,walk,,,
-7589,1763,-1355,386,17960,6511,-1936,2,-1685,464,942,184,walk,,,
-6803,786,3147,4502,11765,6195,-1934,2,-3649,1964,-809,1751,walk,,,
-6227,576,-117,3264,14474,2709,-1934,0,-2286,1363,-143,666,walk,,,
-8281,2054,660,777,17697,3223,-1933,1,-5551,3265,373,516,walk,,,
-5806,2475,3931,3271,13172,4525,-1929,4,-3990,1561,1057,684,walk,,,
-6897,1091,1018,2913,14773,1601,-1936,7,-2817,1173,1201,144,walk,,,
-7198,301,4694,3676,14673,100,-1933,3,-6320,3503,-256,1457,walk,,,
-6938,260,1935,2759,15119,446,-1934,1,-4426,1894,2230,2486,walk,,,
-10297,3359,613,1322,14321,798,-1931,3,-4551,125,1437,793,walk,,,
-4777,5520,5671,5058,14217,104,-1934,3,-8065,3514,-1057,2494,walk,,,
-6607,1830,-16,5687,12269,1948,-1936,2,-4792,3273,741,1798,walk,,,
-9278,2671,-395,379,20170,7901,-1935,1,-6927,2135,2348,1607,walk,,,
-7505,1773,2886,3281,10735,9435,-1930,5,-779,6148,-476,2824,walk,,,
-7263,242,699,2187,12342,1607,-1934,4,-133,646,-641,165,walk,,,
-7914,651,1709,1010,17132,4790,-1933,1,-7625,7492,1253,1894,walk,,,
-8995,1081,-360,2069,12429,4703,-1933,0,-792,6833,338,915,walk,,,
-9103,108,522,882,17946,5517,-1931,2,1833,2625,1903,1565,walk,,,
-6767,2336,2652,2130,10725,7221,-1928,3,1569,264,749,1154,walk,,,
-8303,1536,-493,3145,13048,2323,-1928,0,-300,1869,801,52,walk,,,
-11237,2934,-825,332,17230,4182,-1929,1,-4648,4348,-934,1735,walk,,,
-7650,3587,1714,2539,13004,4226,-1934,5,-3667,981,168,1102,walk,,,
-8303,653,-3,1717,14332,1328,-1933,1,4,3671,773,605,walk,,,
-9754,1451,2524,2527,14775,443,-1913,20,-4627,4631,-566,1339,walk,,,
-7457,2297,600,1924,13156,1619,-1932,19,1760,6387,-1347,781,walk,,,
-9649,2192,-210,810,15073,1917,-1910,22,226,1534,-1147,200,walk,,,
-5623,4026,4613,4823,13984,1089,-1931,21,-3895,4121,-371,776,walk,,,
-6792,1169,-328,4941,11116,2868,-1931,0,400,4295,828,1199,walk,,,
-10752,3960,849,1177,19012,7896,-1931,0,-481,881,1220,392,walk,,,
-8350,2402,2172,1323,11235,7777,-1931,0,4218,4699,75,1145,walk,,,
-8304,46,307,1865,12479,1244,-1932,1,1231,2987,-717,792,walk,,,
-8986,682,2247,1940,16339,3860,-1930,2,-2565,3796,-1138,421,walk,,,
-8720,266,54,2193,12764,3575,-1932,2,455,3020,316,1454,walk,,,
-8643,77,-428,482,16310,3546,-1908,24,2042,1587,241,75,walk,,,
-10312,1669,3719,4147,10785,5525,-1929,21,4704,2662,1114,873,walk,,,
-7289,3023,1264,2455,12353,1568,-1932,3,4005,699,-813,1927,walk,,,
-11499,4210,1698,434,17683,5330,-1932,0,-946,4951,-2154,1341,walk,,,
-7885,3614,1547,151,12801,4882,-1926,6,-1100,154,684,2838,walk,,,
-7924,39,-192,1739,13353,552,-1928,2,3676,4776,26,658,walk,,,
-10243,2319,2367,2559,14383,1030,-1929,1,-2327,6003,920,894,walk,,,
-6797,3446,629,1738,13210,1173,-1931,2,4199,6526,-20,940,walk,,,
-10771,3974,-588,1217,18022,4812,-1908,23,-254,4453,-1090,1070,walk,,,
